checkingAccountStatus	durationMonths	creditHistory	purpose	creditAmount	savingsAccount	employmentSince	installmentRatePercent	personalStatusSex	otherDebtors	residenceSince	property	ageYears	otherInstallments	housing	existingCreditsThisBank	job	dependentsCount	telephone	foreignWorker	targetClass	creditHistory_A30	creditHistory_A31	creditHistory_A32	creditHistory_A33	creditHistory_A34	creditHistory_predicted
A11	s5_30_up	A32	A41	s5_4720_up	A61	A75	s2_2_3	A93	A101	s2_2_up	A124	s4_36_45	A143	A153	s1_below_2	A173	s2_2_up	A191	A201	1	0.101951	0.00842163	0.434736	0.0182056	0.436686	A34
A13	s1_below_12	A32	A43	s1_below_1262	A62	A75	s2_2_3	A91	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A12	s4_24_30	A34	A43	s1_below_1262	A62	A72	s3_3_up	A93	A101	s2_2_up	A124	s4_36_45	A141	A152	s2_2_up	A173	s2_2_up	A191	A201	0	0.0371124	0.07271	0.100834	0.0202431	0.769101	A34
A11	s4_24_30	A32	A40	s1_below_1262	A61	A72	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.00872153	0.00432262	0.966938	0.0093445	0.0106734	A32
A14	s1_below_12	A32	A40	s2_1262_1906	A65	A73	s3_3_up	A93	A103	s2_2_up	A122	s2_26_30	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0112128	0.0611308	0.83331	0.0120137	0.0823326	A32
A13	s3_15_24	A34	A41	s3_1906_2852	A63	A73	s2_2_3	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.101951	0.00842163	0.434736	0.0182056	0.436686	A34
A12	s3_15_24	A31	A40	s5_4720_up	A62	A71	s1_below_2	A93	A101	s2_2_up	A122	s3_30_36	A143	A152	s1_below_2	A174	s2_2_up	A192	A201	0	0.0496901	0.0492555	0.787005	0.0532393	0.0608104	A32
A14	s4_24_30	A32	A43	s2_1262_1906	A61	A73	s3_3_up	A94	A101	s2_2_up	A122	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A14	s5_30_up	A32	A41	s5_4720_up	A62	A75	s3_3_up	A93	A101	s2_2_up	A123	s5_45_up	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	1	0.0134138	0.0398895	0.751752	0.0143719	0.180573	A32
A11	s2_12_15	A32	A40	s1_below_1262	A61	A74	s3_3_up	A93	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0112128	0.0611308	0.83331	0.0120137	0.0823326	A32
A14	s5_30_up	A32	A41	s4_2852_4720	A61	A73	s2_2_3	A93	A101	s2_2_up	A124	s3_30_36	A143	A153	s1_below_2	A174	s1_below_2	A192	A201	1	0.0129196	0.0064033	0.802757	0.0830546	0.0948656	A32
A13	s3_15_24	A32	A49	s3_1906_2852	A61	A74	s2_2_3	A93	A101	s2_2_up	A122	s2_26_30	A143	A151	s1_below_2	A173	s1_below_2	A192	A201	1	0.0580727	0.0287824	0.42451	0.0622208	0.426414	A34
A12	s2_12_15	A33	A43	s1_below_1262	A61	A73	s3_3_up	A94	A102	s2_2_up	A121	s1_below_26	A143	A151	s2_2_up	A173	s1_below_2	A191	A201	0	0.0607609	0.0301147	0.44416	0.390605	0.0743587	A32
A14	s4_24_30	A32	A40	s3_1906_2852	A65	A72	s3_3_up	A93	A101	s1_below_2	A122	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0104489	0.00517875	0.776541	0.0671714	0.14066	A32
A11	s1_below_12	A34	A40	s1_below_1262	A61	A74	s3_3_up	A92	A101	s2_2_up	A122	s4_36_45	A143	A152	s2_2_up	A173	s1_below_2	A191	A202	0	0.0170776	0.00846412	0.0208061	0.201272	0.75238	A34
A11	s1_below_12	A34	A40	s2_1262_1906	A61	A72	s2_2_3	A93	A101	s2_2_up	A121	s4_36_45	A143	A152	s1_below_2	A172	s2_2_up	A191	A202	0	0.00709695	0.0211046	0.70036	0.0456233	0.225815	A32
A14	s5_30_up	A34	A42	s5_4720_up	A61	A72	s2_2_3	A92	A101	s2_2_up	A122	s1_below_26	A143	A151	s2_2_up	A173	s1_below_2	A192	A201	0	0.0843034	0.00696384	0.102709	0.0150542	0.790969	A34
A11	s1_below_12	A32	A40	s1_below_1262	A62	A75	s3_3_up	A93	A101	s2_2_up	A122	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.00709695	0.0211046	0.70036	0.0456233	0.225815	A32
A14	s1_below_12	A34	A43	s1_below_1262	A65	A75	s3_3_up	A93	A101	s2_2_up	A124	s4_36_45	A143	A153	s2_2_up	A173	s1_below_2	A191	A201	0	0.0151122	0.00749003	0.11047	0.0161917	0.850736	A34
A14	s4_24_30	A34	A45	s5_4720_up	A61	A75	s3_3_up	A93	A101	s2_2_up	A124	s4_36_45	A143	A153	s2_2_up	A173	s1_below_2	A191	A201	0	0.0580727	0.0287824	0.42451	0.0622208	0.426414	A34
A11	s3_15_24	A32	A43	s4_2852_4720	A61	A73	s2_2_3	A92	A101	s2_2_up	A121	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00777526	0.0231218	0.862027	0.0499838	0.0570919	A32
A11	s5_30_up	A30	A42	s5_4720_up	A61	A73	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s2_2_up	A173	s2_2_up	A191	A201	0	0.174403	0.0144065	0.566614	0.0311434	0.213433	A32
A14	s4_24_30	A32	A41	s4_2852_4720	A62	A74	s3_3_up	A92	A101	s2_2_up	A123	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0263536	0.0783692	0.83479	0.028236	0.0322513	A32
A12	s3_15_24	A32	A43	s1_below_1262	A61	A73	s3_3_up	A92	A103	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A172	s2_2_up	A191	A201	1	0.00933485	0.0046266	0.807477	0.110018	0.0685436	A32
A12	s4_24_30	A32	A41	s5_4720_up	A61	A72	s2_2_3	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	1	0.0170856	0.00846807	0.124895	0.201366	0.648186	A34
A14	s3_15_24	A34	A46	s2_1262_1906	A62	A73	s3_3_up	A92	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.062172	0.338955	0.0757459	0.0666129	0.456514	A34
A14	s1_below_12	A34	A43	s2_1262_1906	A61	A74	s2_2_3	A93	A101	s1_below_2	A121	s4_36_45	A143	A152	s2_2_up	A172	s2_2_up	A191	A201	0	0.0151122	0.00749003	0.11047	0.0161917	0.850736	A34
A11	s5_30_up	A32	A43	s3_1906_2852	A61	A73	s3_3_up	A91	A101	s2_2_up	A123	s3_30_36	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A11	s1_below_12	A32	A40	s1_below_1262	A61	A72	s3_3_up	A93	A101	s2_2_up	A121	s4_36_45	A143	A152	s1_below_2	A172	s2_2_up	A192	A201	1	0.00709695	0.0211046	0.70036	0.0456233	0.225815	A32
A12	s5_30_up	A32	A46	s3_1906_2852	A61	A74	s3_3_up	A93	A101	s1_below_2	A123	s3_30_36	A143	A152	s2_2_up	A173	s2_2_up	A191	A201	1	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A12	s3_15_24	A32	A40	s3_1906_2852	A62	A73	s2_2_3	A92	A101	s2_2_up	A123	s2_26_30	A143	A151	s2_2_up	A173	s1_below_2	A192	A201	1	0.461123	0.0857043	0.210675	0.0308788	0.21162	A30
A14	s2_12_15	A33	A41	s2_1262_1906	A61	A73	s3_3_up	A94	A101	s2_2_up	A121	s4_36_45	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	0	0.0964662	0.0478113	0.117528	0.62014	0.118055	A33
A14	s4_24_30	A32	A43	s2_1262_1906	A62	A74	s3_3_up	A94	A101	s2_2_up	A122	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A14	s4_24_30	A32	A43	s4_2852_4720	A65	A72	s3_3_up	A93	A101	s2_2_up	A123	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	1	0.0168738	0.00836312	0.226136	0.108475	0.640152	A34
A13	s3_15_24	A34	A46	s3_1906_2852	A61	A72	s2_2_3	A91	A101	s1_below_2	A123	s3_30_36	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	0	0.0898622	0.0445381	0.109482	0.096281	0.659837	A34
A11	s1_below_12	A32	A40	s2_1262_1906	A65	A71	s3_3_up	A92	A101	s2_2_up	A122	s5_45_up	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	1	0.0188554	0.00934525	0.712135	0.121213	0.138451	A32
A12	s3_15_24	A34	A42	s4_2852_4720	A61	A75	s3_3_up	A92	A101	s2_2_up	A122	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A11	s5_30_up	A32	A40	s5_4720_up	A61	A75	s3_3_up	A93	A101	s2_2_up	A124	s4_36_45	A141	A153	s1_below_2	A174	s1_below_2	A191	A201	1	0.015523	0.182475	0.569373	0.0508027	0.181826	A32
A13	s3_15_24	A32	A42	s4_2852_4720	A61	A72	s1_below_2	A92	A101	s1_below_2	A122	s5_45_up	A142	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0316404	0.103315	0.773696	0.0719099	0.0194378	A32
A12	s2_12_15	A32	A43	s2_1262_1906	A61	A72	s1_below_2	A94	A101	s1_below_2	A121	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A14	s4_24_30	A33	A40	s3_1906_2852	A61	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s2_2_up	A173	s1_below_2	A192	A201	0	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A11	s5_30_up	A32	A42	s5_4720_up	A65	A75	s3_3_up	A93	A101	s2_2_up	A122	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0125733	0.0997066	0.628055	0.0134714	0.246194	A32
A13	s3_15_24	A32	A42	s4_2852_4720	A61	A73	s2_2_3	A93	A101	s1_below_2	A121	s3_30_36	A143	A152	s1_below_2	A172	s2_2_up	A191	A201	1	0.0125733	0.0997066	0.628055	0.0134714	0.246194	A32
A14	s2_12_15	A34	A40	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	0	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A11	s4_24_30	A33	A40	s2_1262_1906	A61	A71	s3_3_up	A93	A101	s2_2_up	A121	s4_36_45	A143	A153	s2_2_up	A173	s2_2_up	A191	A201	0	0.00769042	0.0419273	0.0562167	0.131836	0.76233	A34
A14	s4_24_30	A34	A40	s3_1906_2852	A61	A73	s3_3_up	A92	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.033947	0.016825	0.248151	0.0363717	0.664705	A34
A14	s4_24_30	A32	A43	s2_1262_1906	A61	A74	s3_3_up	A93	A101	s1_below_2	A123	s3_30_36	A141	A152	s1_below_2	A173	s2_2_up	A191	A201	1	0.0180472	0.212147	0.661959	0.0590637	0.048783	A32
A11	s2_12_15	A31	A43	s1_below_1262	A61	A73	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A141	A152	s1_below_2	A172	s1_below_2	A191	A201	0	0.0166838	0.19612	0.687498	0.0546015	0.0450975	A32
A14	s5_30_up	A34	A41	s5_4720_up	A65	A74	s2_2_3	A93	A101	s1_below_2	A124	s3_30_36	A143	A153	s2_2_up	A173	s1_below_2	A192	A201	0	0.0170856	0.00846807	0.124895	0.201366	0.648186	A34
A14	s2_12_15	A34	A45	s1_below_1262	A65	A74	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0898622	0.0445381	0.109482	0.096281	0.659837	A34
A14	s1_below_12	A31	A43	s2_1262_1906	A63	A75	s2_2_3	A93	A101	s2_2_up	A122	s5_45_up	A141	A152	s1_below_2	A172	s2_2_up	A191	A201	0	0.0164931	0.355443	0.380897	0.0539774	0.193189	A32
A11	s5_30_up	A32	A43	s5_4720_up	A61	A74	s1_below_2	A94	A103	s1_below_2	A121	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	1	0.024893	0.0123376	0.181967	0.293381	0.487421	A34
A12	s2_12_15	A34	A40	s3_1906_2852	A62	A72	s3_3_up	A93	A101	s1_below_2	A123	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.0112128	0.0611308	0.83331	0.0120137	0.0823326	A32
A12	s1_below_12	A32	A46	s1_below_1262	A61	A74	s3_3_up	A92	A101	s2_2_up	A122	s5_45_up	A143	A152	s2_2_up	A174	s1_below_2	A192	A201	1	0.0580727	0.0287824	0.42451	0.0622208	0.426414	A34
A12	s2_12_15	A32	A43	s2_1262_1906	A61	A72	s2_2_3	A93	A101	s1_below_2	A123	s1_below_26	A142	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0113595	0.408016	0.547829	0.0258171	0.00697855	A32
A12	s3_15_24	A30	A40	s3_1906_2852	A62	A72	s3_3_up	A92	A101	s2_2_up	A123	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.461123	0.0857043	0.210675	0.0308788	0.21162	A30
A14	s3_15_24	A30	A40	s5_4720_up	A65	A73	s1_below_2	A92	A101	s2_2_up	A122	s2_26_30	A141	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.474487	0.348603	0.0805733	0.0161757	0.0801608	A30
A11	s4_24_30	A31	A42	s4_2852_4720	A61	A74	s3_3_up	A93	A101	s2_2_up	A123	s2_26_30	A141	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.0268119	0.315176	0.49779	0.0877479	0.0724744	A32
A12	s3_15_24	A34	A42	s3_1906_2852	A61	A72	s2_2_3	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	0	0.105866	0.008745	0.0214966	0.302474	0.561418	A34
A11	s4_24_30	A32	A41	s4_2852_4720	A65	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A141	A153	s1_below_2	A173	s2_2_up	A192	A201	1	0.0255844	0.300747	0.532927	0.0139551	0.126787	A32
A11	s4_24_30	A31	A43	s2_1262_1906	A61	A74	s3_3_up	A93	A103	s2_2_up	A123	s1_below_26	A141	A151	s1_below_2	A172	s1_below_2	A191	A201	0	0.017954	0.386927	0.577238	0.00979308	0.00808849	A32
A13	s1_below_12	A33	A43	s1_below_1262	A61	A72	s2_2_3	A92	A101	s1_below_2	A122	s2_26_30	A141	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.0228242	0.0447167	0.733819	0.136945	0.0616954	A32
A12	s5_30_up	A32	A40	s5_4720_up	A65	A73	s1_below_2	A93	A101	s2_2_up	A124	s4_36_45	A143	A153	s1_below_2	A173	s1_below_2	A192	A201	1	0.00709695	0.0211046	0.70036	0.0456233	0.225815	A32
A12	s4_24_30	A33	A49	s4_2852_4720	A65	A73	s3_3_up	A93	A101	s2_2_up	A122	s4_36_45	A141	A152	s2_2_up	A174	s1_below_2	A192	A201	0	0.320336	0.0570543	0.0791225	0.333573	0.209913	A33
A12	s4_24_30	A33	A43	s2_1262_1906	A62	A74	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A143	A151	s2_2_up	A173	s1_below_2	A192	A201	0	0.024446	0.0121161	0.327616	0.157153	0.478669	A34
A11	s2_12_15	A32	A40	s2_1262_1906	A61	A74	s2_2_3	A91	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A14	s4_24_30	A34	A43	s3_1906_2852	A64	A75	s2_2_3	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.00858887	0.0255413	0.84759	0.0552142	0.063066	A32
A12	s5_30_up	A32	A43	s4_2852_4720	A65	A74	s3_3_up	A93	A101	s1_below_2	A123	s4_36_45	A143	A152	s2_2_up	A173	s2_2_up	A192	A201	1	0.0151122	0.00749003	0.11047	0.0161917	0.850736	A34
A11	s5_30_up	A32	A43	s5_4720_up	A61	A73	s3_3_up	A92	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.01669	0.00827204	0.630353	0.0178822	0.326803	A32
A11	s4_24_30	A32	A42	s4_2852_4720	A61	A72	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A172	s1_below_2	A192	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
A14	s5_30_up	A34	A43	s5_4720_up	A61	A74	s3_3_up	A93	A102	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.00746131	0.0221881	0.736316	0.0879368	0.146098	A32
A14	s4_24_30	A32	A41	s5_4720_up	A65	A71	s2_2_3	A92	A101	s2_2_up	A122	s2_26_30	A143	A151	s1_below_2	A174	s1_below_2	A192	A201	1	0.0240463	0.011918	0.761705	0.0257639	0.176567	A32
A11	s3_15_24	A32	A49	s1_below_1262	A61	A73	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0340417	0.016872	0.870953	0.0364732	0.04166	A32
A12	s1_below_12	A32	A43	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A123	s2_26_30	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	1	0.0862491	0.00712457	0.367779	0.169418	0.369429	A34
A14	s3_15_24	A34	A42	s3_1906_2852	A61	A74	s2_2_3	A92	A102	s2_2_up	A123	s1_below_26	A141	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.187822	0.0613296	0.0850514	0.0170747	0.648722	A34
A12	s2_12_15	A32	A43	s4_2852_4720	A61	A74	s2_2_3	A92	A101	s1_below_2	A121	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00933485	0.0046266	0.807477	0.110018	0.0685436	A32
A14	s4_24_30	A34	A46	s3_1906_2852	A65	A73	s3_3_up	A92	A101	s2_2_up	A123	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0427971	0.0212114	0.0521409	0.045854	0.837997	A34
A12	s5_30_up	A34	A40	s3_1906_2852	A61	A72	s3_3_up	A91	A101	s2_2_up	A123	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0579807	0.0287368	0.0706396	0.0621222	0.780521	A34
A14	s4_24_30	A32	A48	s1_below_1262	A61	A72	s3_3_up	A94	A101	s2_2_up	A123	s2_26_30	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A12	s3_15_24	A34	A40	s1_below_1262	A61	A75	s3_3_up	A93	A103	s2_2_up	A121	s3_30_36	A141	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.151943	0.297684	0.0688043	0.013813	0.467756	A34
A12	s2_12_15	A34	A40	s4_2852_4720	A61	A72	s1_below_2	A93	A101	s2_2_up	A121	s5_45_up	A141	A152	s2_2_up	A172	s2_2_up	A191	A201	0	0.0775376	0.15191	0.0351114	0.211466	0.523974	A34
A14	s1_below_12	A32	A42	s2_1262_1906	A61	A73	s3_3_up	A92	A101	s2_2_up	A121	s2_26_30	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0925441	0.00764455	0.86441	0.0165257	0.0188758	A32
A12	s5_30_up	A32	A45	s3_1906_2852	A61	A72	s3_3_up	A93	A101	s1_below_2	A124	s3_30_36	A143	A151	s1_below_2	A172	s1_below_2	A191	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A14	s2_12_15	A32	A40	s3_1906_2852	A65	A75	s3_3_up	A92	A101	s2_2_up	A124	s5_45_up	A143	A153	s1_below_2	A174	s1_below_2	A192	A201	1	0.0188554	0.00934525	0.712135	0.121213	0.138451	A32
A11	s3_15_24	A32	A42	s3_1906_2852	A61	A73	s1_below_2	A92	A101	s2_2_up	A121	s1_below_26	A141	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.01909	0.0374008	0.743429	0.0624763	0.137604	A32
A11	s1_below_12	A34	A40	s3_1906_2852	A61	A73	s2_2_3	A93	A101	s2_2_up	A121	s4_36_45	A143	A151	s2_2_up	A173	s2_2_up	A191	A201	0	0.00769042	0.0419273	0.0562167	0.131836	0.76233	A34
A11	s2_12_15	A32	A42	s2_1262_1906	A61	A73	s3_3_up	A93	A103	s1_below_2	A122	s1_below_26	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0129915	0.0708282	0.886362	0.0139194	0.0158989	A32
A11	s3_15_24	A32	A44	s1_below_1262	A61	A73	s3_3_up	A94	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A172	s1_below_2	A192	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A11	s2_12_15	A34	A42	s3_1906_2852	A61	A75	s3_3_up	A93	A101	s2_2_up	A122	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.174403	0.0144065	0.566614	0.0311434	0.213433	A32
A11	s2_12_15	A34	A43	s1_below_1262	A61	A74	s3_3_up	A92	A101	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A172	s1_below_2	A192	A201	0	0.0239833	0.0118868	0.175317	0.0256964	0.763116	A34
A12	s4_24_30	A33	A40	s3_1906_2852	A65	A73	s3_3_up	A92	A101	s2_2_up	A123	s4_36_45	A143	A151	s2_2_up	A173	s1_below_2	A192	A201	0	0.0170776	0.00846412	0.0208061	0.201272	0.75238	A34
A14	s3_15_24	A32	A49	s2_1262_1906	A64	A75	s3_3_up	A92	A101	s2_2_up	A121	s4_36_45	A141	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.053384	0.627534	0.265913	0.0291186	0.0240501	A31
A12	s4_24_30	A32	A40	s3_1906_2852	A61	A73	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A143	A151	s1_below_2	A172	s1_below_2	A192	A201	1	0.00872153	0.00432262	0.966938	0.0093445	0.0106734	A32
A11	s4_24_30	A31	A410	s2_1262_1906	A65	A75	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A142	A152	s1_below_2	A174	s1_below_2	A192	A201	0	0.0362919	0.711025	0.147907	0.0824816	0.0222954	A31
A12	s1_below_12	A31	A40	s1_below_1262	A62	A72	s1_below_2	A92	A101	s1_below_2	A122	s3_30_36	A142	A152	s1_below_2	A172	s1_below_2	A191	A201	0	0.0182735	0.358011	0.570959	0.0415306	0.011226	A32
A11	s4_24_30	A32	A40	s2_1262_1906	A61	A74	s3_3_up	A92	A101	s2_2_up	A123	s1_below_26	A143	A151	s2_2_up	A173	s1_below_2	A191	A201	1	0.0580727	0.0287824	0.42451	0.0622208	0.426414	A34
A12	s4_24_30	A30	A49	s4_2852_4720	A61	A73	s1_below_2	A93	A101	s2_2_up	A121	s4_36_45	A143	A152	s2_2_up	A172	s1_below_2	A192	A201	0	0.180665	0.0081402	0.120059	0.369541	0.321594	A33
A14	s3_15_24	A34	A40	s3_1906_2852	A61	A74	s2_2_3	A93	A101	s2_2_up	A122	s3_30_36	A141	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.151943	0.297684	0.0688043	0.013813	0.467756	A34
A14	s4_24_30	A33	A49	s4_2852_4720	A61	A73	s1_below_2	A93	A101	s2_2_up	A124	s3_30_36	A143	A153	s1_below_2	A173	s1_below_2	A191	A201	0	0.221376	0.10972	0.514899	0.129376	0.024629	A32
A12	s1_below_12	A32	A43	s3_1906_2852	A61	A72	s1_below_2	A92	A103	s1_below_2	A121	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A12	s1_below_12	A32	A42	s1_below_1262	A61	A73	s3_3_up	A92	A101	s1_below_2	A122	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.012915	0.00640104	0.7238	0.0830253	0.173859	A32
A12	s4_24_30	A31	A46	s2_1262_1906	A61	A74	s3_3_up	A92	A101	s2_2_up	A124	s3_30_36	A141	A153	s1_below_2	A172	s1_below_2	A191	A201	0	0.0380918	0.820917	0.0172491	0.0207773	0.102965	A31
A14	s5_30_up	A32	A42	s4_2852_4720	A61	A73	s3_3_up	A92	A101	s2_2_up	A123	s2_26_30	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	1	0.0925441	0.00764455	0.86441	0.0165257	0.0188758	A32
A13	s1_below_12	A32	A42	s2_1262_1906	A61	A72	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
A11	s4_24_30	A31	A42	s3_1906_2852	A63	A73	s3_3_up	A93	A101	s2_2_up	A121	s1_below_26	A142	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.0128463	0.46142	0.488646	0.0291962	0.00789195	A32
A14	s4_24_30	A34	A49	s4_2852_4720	A61	A73	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	0	0.364389	0.0602002	0.147982	0.130139	0.297291	A30
A12	s5_30_up	A32	A43	s3_1906_2852	A62	A73	s3_3_up	A92	A102	s2_2_up	A124	s5_45_up	A143	A153	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A14	s3_15_24	A32	A43	s3_1906_2852	A61	A72	s3_3_up	A93	A101	s1_below_2	A121	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00858887	0.0255413	0.84759	0.0552142	0.063066	A32
A14	s3_15_24	A32	A41	s2_1262_1906	A65	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A141	A153	s1_below_2	A173	s2_2_up	A191	A201	1	0.0255844	0.300747	0.532927	0.0139551	0.126787	A32
A11	s2_12_15	A32	A44	s1_below_1262	A62	A71	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0340417	0.016872	0.870953	0.0364732	0.04166	A32
A13	s1_below_12	A32	A40	s1_below_1262	A62	A75	s1_below_2	A92	A101	s2_2_up	A124	s5_45_up	A143	A153	s1_below_2	A172	s2_2_up	A191	A201	1	0.0188554	0.00934525	0.712135	0.121213	0.138451	A32
A11	s3_15_24	A32	A43	s4_2852_4720	A64	A72	s3_3_up	A92	A101	s2_2_up	A123	s2_26_30	A141	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0228242	0.0447167	0.733819	0.136945	0.0616954	A32
A11	s4_24_30	A31	A41	s4_2852_4720	A61	A73	s1_below_2	A92	A103	s2_2_up	A123	s1_below_26	A141	A151	s1_below_2	A173	s1_below_2	A191	A202	0	0.0391778	0.460539	0.461263	0.0213697	0.0176501	A32
